Problem  ex5
  (27,8)        3.703714814799300e+04
   (8,9)        2.592590592595530e+05
   (9,9)        1.037038992593480e+06
  (17,9)       -2.962966518519280e+05
  (18,9)       -1.185186251851950e+06
  (26,9)        3.703714814795040e+04
  (27,9)        1.481481481474750e+05
   (1,10)      -1.185186251851870e+06
   (2,10)      -2.962966518518500e+05
  (10,10)       2.370376059259300e+06
  (11,10)       5.925915259259380e+05
  (19,10)      -1.185186251851870e+06
  (20,10)      -2.962966518518650e+05
   (1,11)      -2.962966518518550e+05
   (2,11)      -1.481485481481480e+05
   (3,11)      -2.962966518518660e+05
   (4,11)      -7.407396296296691e+04
  (10,11)       5.925915259259380e+05
  (11,11)       2.963002074074220e+05
  (12,11)       5.925915259259490e+05
  (13,11)       1.481481481481460e+05
  (19,11)      -2.962966518518570e+05
  (20,11)      -1.481485481481620e+05
  (21,11)      -2.962966518518590e+05
  (22,11)      -7.407396296296180e+04
   (2,12)      -2.962966518518440e+05
   (3,12)      -1.185186251851830e+06
   (4,12)      -2.962966518518530e+05
  (11,12)       5.925915259259490e+05
  (12,12)       2.370376059259220e+06
  (13,12)       5.925915259258860e+05
  (20,12)      -2.962966518518830e+05
  (21,12)      -1.185186251851830e+06
  (22,12)      -2.962966518518330e+05
   (2,13)      -7.407396296295710e+04
   (3,13)      -2.962966518518330e+05
   (4,13)      -1.481485481481530e+05
   (5,13)      -2.962966518518830e+05
   (6,13)      -7.407396296297760e+04
  (11,13)       1.481481481481460e+05
  (12,13)       5.925915259258860e+05
  (13,13)       2.963002074074110e+05
  (14,13)       5.925915259259790e+05
  (15,13)       1.481481481481530e+05
  (20,13)      -7.407396296296640e+04
  (21,13)      -2.962966518518270e+05
  (22,13)      -1.481485481481470e+05
  (23,13)      -2.962966518518660e+05
  (24,13)      -7.407396296296320e+04
   (4,14)      -2.962966518518480e+05
   (5,14)      -1.185186251851870e+06
   (6,14)      -2.962966518518980e+05
  (13,14)       5.925915259259790e+05
  (14,14)       2.370376059259310e+06
  (15,14)       5.925915259259120e+05
  (22,14)      -2.962966518518910e+05
  (23,14)      -1.185186251851860e+06
  (24,14)      -2.962966518518250e+05
   (4,15)      -7.407396296295850e+04
   (5,15)      -2.962966518518480e+05
   (6,15)      -1.481485481481730e+05
   (7,15)      -2.962966518518660e+05
   (8,15)      -7.407396296295901e+04
  (13,15)       1.481481481481530e+05
  (14,15)       5.925915259259120e+05
  (15,15)       2.963002074074040e+05
  (16,15)       5.925915259259490e+05
  (17,15)       1.481481481481470e+05
  (22,15)      -7.407396296296921e+04
  (23,15)      -2.962966518518330e+05
  (24,15)      -1.481485481481200e+05
  (25,15)      -2.962966518518420e+05
  (26,15)      -7.407396296298360e+04
   (6,16)      -2.962966518518890e+05
   (7,16)      -1.185186251851860e+06
   (8,16)      -2.962966518518370e+05
  (15,16)       5.925915259259490e+05
  (16,16)       2.370376059259310e+06
  (17,16)       5.925915259259190e+05
  (24,16)      -2.962966518518120e+05
  (25,16)      -1.185186251851840e+06
  (26,16)      -2.962966518519260e+05
   (6,17)      -7.407396296296870e+04
   (7,17)      -2.962966518518440e+05
   (8,17)      -1.481485481481920e+05
   (9,17)      -2.962966518519280e+05
  (15,17)       1.481481481481470e+05
  (16,17)       5.925915259259190e+05
  (17,17)       2.963002074074450e+05
  (18,17)       5.925915259260350e+05
  (24,17)      -7.407396296295100e+04
  (25,17)      -2.962966518518350e+05
  (26,17)      -1.481485481481330e+05
  (27,17)      -2.962966518518980e+05
   (8,18)      -2.962966518519430e+05
   (9,18)      -1.185186251851950e+06
  (17,18)       5.925915259260350e+05
  (18,18)       2.370376059259360e+06
  (26,18)      -2.962966518517600e+05
  (27,18)      -1.185186251851910e+06
   (1,19)       1.481481481481230e+05
   (2,19)       3.703714814813990e+04
  (10,19)      -1.185186251851870e+06
  (11,19)      -2.962966518518570e+05
  (19,19)       1.037038992592640e+06
  (20,19)       2.592590592592750e+05
   (1,20)       3.703714814814760e+04
   (2,20)      -1.481482148148230e+05
   (3,20)       3.703714814811390e+04
   (4,20)       9.259257037035791e+04
  (10,20)      -2.962966518518650e+05
  (11,20)      -1.481485481481620e+05
  (12,20)      -2.962966518518830e+05
  (13,20)      -7.407396296296640e+04
  (19,20)       2.592590592592750e+05
  (20,20)       2.962975407407580e+05
  (21,20)       2.592590592593260e+05
  (22,20)      -1.851855185183300e+04
   (2,21)       3.703714814807820e+04
   (3,21)       1.481481481479570e+05
   (4,21)       3.703714814810990e+04
  (11,21)      -2.962966518518590e+05
  (12,21)      -1.185186251851830e+06
  (13,21)      -2.962966518518270e+05
  (20,21)       2.592590592593260e+05
  (21,21)       1.037038992592760e+06
  (22,21)       2.592590592592870e+05
   (2,22)       9.259257037034399e+04
   (3,22)       3.703714814809240e+04
   (4,22)      -1.481482148148430e+05
   (5,22)       3.703714814819210e+04
   (6,22)       9.259257037040590e+04
  (11,22)      -7.407396296296180e+04
  (12,22)      -2.962966518518330e+05
  (13,22)      -1.481485481481470e+05
  (14,22)      -2.962966518518910e+05
  (15,22)      -7.407396296296921e+04
  (20,22)      -1.851855185183300e+04
  (21,22)       2.592590592592870e+05
  (22,22)       2.962975407407620e+05
  (23,22)       2.592590592592550e+05
  (24,22)      -1.851855185187390e+04
   (4,23)       3.703714814814930e+04
   (5,23)       1.481481481483530e+05
   (6,23)       3.703714814824120e+04
  (13,23)      -2.962966518518660e+05
  (14,23)      -1.185186251851860e+06
  (15,23)      -2.962966518518330e+05
  (22,23)       2.592590592592550e+05
  (23,23)       1.037038992592390e+06
  (24,23)       2.592590592591720e+05
   (4,24)       9.259257037039190e+04
   (5,24)       3.703714814818490e+04
   (6,24)      -1.481482148148160e+05
   (7,24)       3.703714814802140e+04
   (8,24)       9.259257037035280e+04
  (13,24)      -7.407396296296320e+04
  (14,24)      -2.962966518518250e+05
  (15,24)      -1.481485481481200e+05
  (16,24)      -2.962966518518120e+05
  (17,24)      -7.407396296295100e+04
  (22,24)      -1.851855185187390e+04
  (23,24)       2.592590592591720e+05
  (24,24)       2.962975407407320e+05
  (25,24)       2.592590592593260e+05
  (26,24)      -1.851855185183110e+04
   (6,25)       3.703714814819210e+04
   (7,25)       1.481481481479940e+05
   (8,25)       3.703714814810900e+04
  (15,25)      -2.962966518518420e+05
  (16,25)      -1.185186251851840e+06
  (17,25)      -2.962966518518350e+05
  (24,25)       2.592590592593260e+05
  (25,25)       1.037038992592700e+06
  (26,25)       2.592590592593260e+05
   (6,26)       9.259257037040959e+04
   (7,26)       3.703714814816350e+04
   (8,26)      -1.481482148150470e+05
   (9,26)       3.703714814795040e+04
  (15,26)      -7.407396296298360e+04
  (16,26)      -2.962966518519260e+05
  (17,26)      -1.481485481481330e+05
  (18,26)      -2.962966518517600e+05
  (24,26)      -1.851855185183110e+04
  (25,26)       2.592590592593260e+05
  (26,26)       2.962975407409440e+05
  (27,26)       2.592590592593690e+05
   (8,27)       3.703714814799300e+04
   (9,27)       1.481481481474750e+05
  (17,27)      -2.962966518518980e+05
  (18,27)      -1.185186251851910e+06
  (26,27)       2.592590592593690e+05
  (27,27)       1.037038992593360e+06


Task:
1. Write C program, which will realise the the matrix/vector
   multiplication G*b with G formed as the full matrix (without
   exploiting the sparsity) in two versions:
   a) fully sequential,
   b) using the broadcasting technique in the OpenMPI
      environment. Take vector b constructed as follows:
      b = [ 1, 2, 1, 2, ... , 1, 2, 1, 2 ]^T
2. Write C program, which will realise the the matrix/vector
   multiplication G*b with G formed expoliting the sparsity in
   two versions:
   a) fully sequential,
   b) using the broadcasting technique in the OpenMPI
      environment. Take vector b constructed as follows:
      b = [ 1, 2, 1, 2, ... , 1, 2, 1, 2 ]^T
3. Compare execution times for all four versions.

