Problem  mesh1em6
  (17,16)      -7.684895899999999e-02
  (18,16)      -9.595575100000001e-02
  (20,16)       6.381519700000000e-01
  (14,17)       5.363982900000001e-01
  (16,17)      -7.684895899999999e-02
  (17,17)       3.149910489000000e+00
  (19,17)       6.394698100000000e-01
  (20,17)       6.349865400000000e-01
  (22,17)       2.622068900000000e-01
   (9,18)       5.277838500000001e-01
  (15,18)       5.791519600000000e-01
  (16,18)      -9.595575100000001e-02
  (18,18)       3.376384331000000e+00
  (20,18)       3.320724800000000e-01
  (31,18)      -2.034382600000000e-01
  (40,18)       6.379820300000000e-01
  (13,19)       2.373848500000000e-01
  (14,19)      -8.865254600000000e-02
  (17,19)       6.394698100000000e-01
  (19,19)       2.473086606000000e+00
  (22,19)       1.140781400000000e-01
  (34,19)       3.935012600000000e-01
  (16,20)       6.381519700000000e-01
  (17,20)       6.349865400000000e-01
  (18,20)       3.320724800000000e-01
  (20,20)       3.751490340000000e+00
  (22,20)      -3.140162200000000e-01
  (40,20)      -1.150735000000000e-01
  (42,20)       2.429365200000000e-01
  (43,20)       4.742531100000000e-01
  (10,21)       1.501470600000000e-01
  (11,21)       6.206578600000000e-02
  (21,21)       3.221049576000000e+00
  (23,21)       7.745179600000000e-01
  (24,21)       1.087434000000000e+00
  (28,21)      -1.468847700000000e-01
  (17,22)       2.622068900000000e-01
  (19,22)       1.140781400000000e-01
  (20,22)      -3.140162200000000e-01
  (22,22)       3.202146572200000e+00
  (34,22)       5.227753500000000e-01
  (37,22)       2.501554000000000e-01
  (43,22)       7.376724300000001e-01
  (46,22)      -1.242142200000000e-03
   (9,23)       1.760893100000000e-03
  (10,23)      -1.088345300000000e-01
  (21,23)       7.745179600000000e-01
  (23,23)       3.232814013100000e+00
  (28,23)       3.087239700000000e-01
  (30,23)       9.292875500000000e-01
  (33,23)      -1.096891100000000e-01
  (11,24)      -7.861804600000000e-02
  (21,24)       1.087434000000000e+00
  (24,24)       3.116725706700000e+00
  (25,24)       4.340062200000000e-01
  (26,24)       5.131996500000000e-01
  (28,24)       3.467790700000000e-03
  (11,25)       1.276405500000000e+00
  (24,25)       4.340062200000000e-01
  (25,25)       4.416193000000000e+00
  (26,25)       4.575462000000000e-01
  (27,25)      -1.172518800000000e-01
  (29,25)       1.130983200000000e+00
  (24,26)       5.131996500000000e-01
  (25,26)       4.575462000000000e-01
  (26,26)       4.389863439999999e+00
  (28,26)       9.269419600000000e-01
  (29,26)      -4.769807500000000e-01
  (35,26)      -2.473211000000000e-02
  (41,26)       6.876731500000000e-01
  (47,26)       3.027896200000000e-01
  (11,27)       1.071444800000000e+00
  (12,27)       7.316205500000000e-01
  (25,27)      -1.172518800000000e-01
  (27,27)       4.387543130000001e+00
  (29,27)       1.177838900000000e+00
  (38,27)       2.893870000000000e-01
  (21,28)      -1.468847700000000e-01
  (23,28)       3.087239700000000e-01
  (24,28)       3.467790700000000e-03
  (26,28)       9.269419600000000e-01
  (28,28)       3.208145611700000e+00
  (33,28)       7.817076800000000e-01
  (35,28)      -4.041944100000000e-02
  (25,29)       1.130983200000000e+00
  (26,29)      -4.769807500000000e-01
  (27,29)       1.177838900000000e+00
  (29,29)       5.291449850000000e+00
  (38,29)       4.132118600000000e-01
  (39,29)      -1.946133300000000e-01
  (41,29)       8.978218100000001e-01
   (9,30)      -7.637940200000000e-02
  (23,30)       9.292875500000000e-01
  (30,30)       2.970987542000000e+00
  (31,30)       2.397714700000000e-01
  (32,30)       6.418148700000000e-01
  (33,30)      -8.373425000000000e-02
   (9,31)       8.314195100000000e-01
  (18,31)      -2.034382600000000e-01
  (30,31)       2.397714700000000e-01
  (31,31)       3.288550290000000e+00
  (32,31)       1.421833400000000e-01
  (40,31)       8.717377100000000e-01
  (30,32)       6.418148700000000e-01
  (31,32)       1.421833400000000e-01
  (32,32)       3.572040230000000e+00
  (33,32)       6.831921300000000e-01
  (40,32)      -2.115404200000000e-01
  (42,32)       7.788776700000000e-01
  (45,32)       1.144318000000000e-01
  (23,33)      -1.096891100000000e-01
  (28,33)       7.817076800000000e-01
  (30,33)      -8.373425000000000e-02
  (32,33)       6.831921300000000e-01
  (33,33)       3.058243460000000e+00
  (35,33)       1.963913400000000e-01
  (45,33)       2.035289500000000e-01
  (12,34)      -3.511993000000000e-02
  (13,34)      -1.264180300000000e-01
  (19,34)       3.935012600000000e-01
  (22,34)       5.227753500000000e-01
  (34,34)       3.297583767000000e+00
  (36,34)       1.184779600000000e+00
  (37,34)      -3.498959700000000e-02
   (8,35)      -7.719234699999999e-02
  (26,35)      -2.473211000000000e-02
  (28,35)      -4.041944100000000e-02
  (33,35)       1.963913400000000e-01
  (35,35)       3.159977508000000e+00
  (45,35)       9.203885000000001e-01
  (47,35)       9.008537700000000e-01
  (12,36)       2.029079800000000e-01
  (34,36)       1.184779600000000e+00
  (36,36)       3.872135514000000e+00
  (37,36)       8.227838400000000e-02
  (38,36)      -2.120872500000000e-01
  (39,36)       1.190082300000000e+00
   (4,37)      -1.040418600000000e-01
  (22,37)       2.501554000000000e-01
  (34,37)      -3.498959700000000e-02
  (36,37)       8.227838400000000e-02
  (37,37)       3.290643129000000e+00
  (39,37)      -9.879165800000000e-02
  (44,37)       1.000501600000000e+00
  (46,37)       7.198846300000000e-01
  (12,38)       1.386094600000000e+00
  (27,38)       2.893870000000000e-01
  (29,38)       4.132118600000000e-01
  (36,38)      -2.120872500000000e-01
  (38,38)       4.157523620000000e+00
  (39,38)       8.567429100000000e-01
  (29,39)      -1.946133300000000e-01
  (36,39)       1.190082300000000e+00
  (37,39)      -9.879165800000000e-02
  (38,39)       8.567429100000000e-01
  (39,39)       4.311927858000000e+00
  (41,39)       4.486747600000000e-01
  (44,39)       5.230229000000000e-01
  (18,40)       6.379820300000000e-01
  (20,40)      -1.150735000000000e-01
  (31,40)       8.717377100000000e-01
  (32,40)      -2.115404200000000e-01
  (40,40)       3.470473300000000e+00
  (42,40)       6.341396400000000e-01
   (6,41)       7.445915700000000e-01
  (26,41)       6.876731500000000e-01
  (29,41)       8.978218100000001e-01
  (39,41)       4.486747600000000e-01
  (41,41)       4.201915180000000e+00
  (44,41)      -1.290892100000000e-01
  (47,41)      -2.940646800000000e-01
   (2,42)       3.219584200000000e-01
  (20,42)       2.429365200000000e-01
  (32,42)       7.788776700000000e-01
  (40,42)       6.341396400000000e-01
  (42,42)       4.115498470000000e+00
  (43,42)      -1.466515700000000e-01
  (45,42)      -3.558775200000000e-01
  (48,42)       6.350571300000000e-01
   (2,43)       5.516151300000000e-01
  (20,43)       4.742531100000000e-01
  (22,43)       7.376724300000001e-01
  (42,43)      -1.466515700000000e-01
  (43,43)       3.002879047000000e+00
  (46,43)      -9.268680700000000e-02
   (4,44)       4.540516000000000e-03
   (5,44)       5.583188600000000e-01
   (6,44)       5.006505100000001e-01
  (37,44)       1.000501600000000e+00
  (39,44)       5.230229000000000e-01
  (41,44)      -1.290892100000000e-01
  (44,44)       3.716123596000000e+00
   (1,45)       1.798015600000000e-01
   (8,45)       4.123029700000000e-02
  (32,45)       1.144318000000000e-01
  (33,45)       2.035289500000000e-01
  (35,45)       9.203885000000001e-01
  (42,45)      -3.558775200000000e-01
  (45,45)       3.915083127000000e+00
  (48,45)       1.099824500000000e+00
   (2,46)       4.376434100000000e-01
   (3,46)       2.499332500000000e-01
   (4,46)       1.233106000000000e-01
  (22,46)      -1.242142200000000e-03
  (37,46)       7.198846300000000e-01
  (43,46)      -9.268680700000000e-02
  (46,46)       2.624700839200000e+00
   (6,47)       5.434130700000001e-01
   (7,47)       2.514169900000000e-01
   (8,47)       4.092350100000000e-02
  (26,47)       3.027896200000000e-01
  (35,47)       9.008537700000000e-01
  (41,47)      -2.940646800000000e-01
  (47,47)       3.333461631000000e+00
   (1,48)       8.149587500000000e-01
   (2,48)       9.714984700000000e-01
  (42,48)       6.350571300000000e-01
  (45,48)       1.099824500000000e+00
  (48,48)       4.521338849999999e+00


Task:
1. Write C program, which will realise the the matrix/vector
   multiplication G*b with G formed as the full matrix (without
   exploiting the sparsity) in two versions:
   a) fully sequential,
   b) using the broadcasting technique in the OpenMPI
      environment. Take vector b constructed as follows:
      b = [ 1, 2, 1, 2, ... , 1, 2, 1, 2 ]^T
2. Write C program, which will realise the the matrix/vector
   multiplication G*b with G formed expoliting the sparsity in
   two versions:
   a) fully sequential,
   b) using the broadcasting technique in the OpenMPI
      environment. Take vector b constructed as follows:
      b = [ 1, 2, 1, 2, ... , 1, 2, 1, 2 ]^T
3. Compare execution times for all four versions.

