Problem     bcsstk02
  (21,2)       -6.498462037860000e-01
  (22,2)       -1.365640535770000e-01
  (23,2)       -2.159700919300000e-02
  (24,2)       -2.257658321740000e-01
  (25,2)       -1.150200802010000e-01
  (26,2)        5.061860641820000e+00
  (27,2)       -6.069369402590000e-01
  (28,2)       -1.467981229140000e-01
  (29,2)        5.833626720800000e-01
  (30,2)       -8.717466640170000e-02
  (31,2)       -7.876290696310000e-02
  (32,2)        4.217404679440000e-01
  (33,2)       -6.402842195590000e-01
  (34,2)        2.051949165630000e-03
  (35,2)       -3.044655426560000e-02
  (36,2)        2.431210716000000e-02
  (37,2)        5.070826716070000e-02
  (38,2)       -1.204728330150000e+00
  (39,2)        1.799636207970000e-01
  (40,2)       -2.482326300140000e-02
  (41,2)       -7.545332656160000e-02
  (42,2)        1.085154758120000e-02
  (43,2)       -3.466428705400000e-03
  (44,2)       -2.124989565920000e-01
  (45,2)       -5.266546107750000e-02
  (46,2)        7.299709991900000e-02
  (47,2)       -1.251189317560000e-02
  (48,2)        2.425251555730000e-02
  (49,2)        1.610203560630000e-02
  (50,2)        1.629545384390000e-02
  (51,2)       -2.041151835590000e-02
  (52,2)        1.704601121140000e-05
  (53,2)        1.243507287240000e-01
  (54,2)       -3.896945747130000e-02
  (55,2)       -2.018493104510000e-02
  (56,2)        2.922822588300000e-02
  (57,2)       -9.313508587700000e-03
  (58,2)       -4.689576218100000e-03
  (59,2)        5.388136221370000e-02
  (60,2)       -1.168520637630000e-02
  (61,2)       -1.348931789730000e-02
  (62,2)        1.082718918980000e-02
  (63,2)       -1.880993318820000e-03
  (64,2)        1.221154046460000e-02
  (65,2)        4.889756446460000e-03
  (66,2)        1.165945211970000e-02
   (1,3)        7.757836144070000e+02
   (2,3)        7.757836144070000e+02
   (3,3)        7.797067202110000e+03
   (4,3)       -5.313500539210000e-02
   (5,3)       -3.048155827910000e-03
   (6,3)       -1.025141226600000e+00
   (7,3)       -3.048155827910000e-03
   (8,3)       -5.313500539210000e-02
   (9,3)       -1.025141226600000e+00
  (10,3)       -2.510025214320000e-02
  (11,3)       -2.510025214320000e-02
  (12,3)       -3.266604752190000e-01
  (13,3)       -3.885572617920000e+02
  (14,3)       -3.885572617920000e+02
  (15,3)       -3.897531227330000e+03
  (16,3)       -5.533457355370000e-01
  (17,3)       -2.722804154120000e-02
  (18,3)       -2.074604394420000e-02
  (19,3)       -2.722804154120000e-02
  (20,3)       -5.533457355370000e-01
  (21,3)       -2.074604394420000e-02
  (22,3)       -2.370892051440000e-01
  (23,3)       -2.370892051440000e-01
  (24,3)       -4.655571987940000e-02
  (25,3)       -3.372379168190000e-01
  (26,3)       -3.372379168190000e-01
  (27,3)        7.970398217760000e-02
  (28,3)        1.109872833770000e-01
  (29,3)       -2.771037829680000e-02
  (30,3)        7.442597898530000e-02
  (31,3)       -2.771037829680000e-02
  (32,3)        1.109872833770000e-01
  (33,3)        7.442597898530000e-02
  (34,3)        3.722601999670000e-02
  (35,3)        3.722601999670000e-02
  (36,3)        5.527728702290000e-03
  (37,3)        7.649757092730000e-02
  (38,3)        7.649757092730000e-02
  (39,3)       -3.086513639710000e-02
  (40,3)       -5.534955989940000e-03
  (41,3)        2.367389860050000e-03
  (42,3)        6.176192994930000e-05
  (43,3)        2.367389860050000e-03
  (44,3)       -5.534955989940000e-03
  (45,3)        6.176192994940000e-05
  (46,3)       -1.520972258250000e-02
  (47,3)       -1.520972258250000e-02
  (48,3)       -6.377437280280000e-03
  (49,3)       -1.553561124690000e-03
  (50,3)       -1.553561124690000e-03
  (51,3)        4.104359855840000e-03
  (52,3)       -7.784835880720000e-03
  (53,3)       -7.784835880720000e-03
  (54,3)        4.555789114550000e-03
  (55,3)        1.319645625460000e-03
  (56,3)       -1.051514852230000e-03
  (57,3)        2.496396614400000e-03
  (58,3)       -1.051514852230000e-03
  (59,3)        1.319645625460000e-03
  (60,3)        2.496396614400000e-03
  (61,3)        1.261216519980000e-03
  (62,3)        1.261216519980000e-03
  (63,3)        9.956926286520001e-04
  (64,3)       -1.031771195270000e-03
  (65,3)       -1.031771195270000e-03
  (66,3)       -2.201836123190000e-03
   (1,4)       -1.386796602880000e+03
   (2,4)        3.920577899290000e-01
   (3,4)       -5.313500539210000e-02
   (4,4)        3.060652368760000e+03
   (5,4)       -7.103271148010000e+02
   (6,4)       -1.533013034160000e+03
   (7,4)       -4.903562505580000e+02
   (8,4)        4.903117371270000e+02
   (9,4)        5.040230539610000e-02
  (10,4)       -1.130477430710000e+00
  (11,4)       -2.678552315280000e-01
  (12,4)        3.048155827910000e-03
  (13,4)       -1.066005982830000e+03
  (14,4)        7.141798369270001e+01
  (15,4)        7.103793693130000e+02
  (16,4)       -5.855665816050000e+01
  (17,4)        3.863005104230000e+01
  (18,4)        3.865821965900000e+02
  (19,4)       -2.742141464620000e-02
  (20,4)        2.496662880150000e-01
  (21,4)        3.604230800190000e-01
  (22,4)       -5.378107726040000e+00
  (23,4)        7.052258676770001e+01
  (24,4)        4.716057671750000e+01
  (25,4)        2.481452047740000e-01
  (26,4)       -1.005845817720000e-01
  (27,4)       -9.203492143830000e-02
  (28,4)        6.569005226300000e+00
  (29,4)        2.648952201670000e-01
  (30,4)        1.005077439790000e+00
  (31,4)       -7.386408358190000e-02
  (32,4)        3.064117788130000e-01
  (33,4)        1.145508421620000e-01
  (34,4)        4.114700075380000e-01
  (35,4)       -7.737179586300000e-04
  (36,4)        5.493921533960000e-02
  (37,4)       -1.813817427960000e-01
  (38,4)       -5.482618908740000e-03
  (39,4)       -1.540833788310000e-01
  (40,4)       -1.096509725170000e+00
  (41,4)       -4.695093730200000e-02
  (42,4)       -1.608364225480000e-01
  (43,4)       -1.400052557900000e-02
  (44,4)       -4.552854531520000e-02
  (45,4)       -6.510068468780000e-03
  (46,4)       -1.845469878720000e-01
  (47,4)       -8.286521748300001e-02
  (48,4)       -3.536805845120000e-02
  (49,4)       -1.009625705670000e-02
  (50,4)        2.796799756360000e-02
  (51,4)        2.943066842010000e-02
  (52,4)        4.699618129240000e-02
  (53,4)       -3.417116883840000e-03
  (54,4)       -2.263271773630000e-02
  (55,4)        1.767590743460000e-01
  (56,4)        1.830938752590000e-02
  (57,4)        3.724509422500000e-02
  (58,4)        5.235503430450000e-03
  (59,4)        1.448777087430000e-02
  (60,4)        1.419986023990000e-02
  (61,4)        3.892657741190000e-02
  (62,4)       -1.692689244540000e-02
  (63,4)        8.367605019010000e-03
  (64,4)       -1.888192578880000e-02
  (65,4)        1.862535459480000e-02
  (66,4)       -1.289159688560000e-02
   (1,5)       -2.678552315280000e-01
   (2,5)       -1.130477430710000e+00
   (3,5)       -3.048155827910000e-03
   (4,5)       -7.103271148010000e+02
   (5,5)        3.060652368760000e+03
   (6,5)        1.533013034160000e+03
   (7,5)        4.903117371270000e+02
   (8,5)       -4.903562505580000e+02
   (9,5)       -5.040230539610000e-02
  (10,5)        3.920577899290000e-01
  (11,5)       -1.386796602880000e+03
  (12,5)        5.313500539210000e-02
  (13,5)        7.052258676770001e+01
  (14,5)       -5.378107726040000e+00
  (15,5)       -4.716057671750000e+01
  (16,5)        3.863005104230000e+01
  (17,5)       -5.855665816050000e+01
  (18,5)       -3.865821965900000e+02
  (19,5)        2.496662880150000e-01
  (20,5)       -2.742141464620000e-02
  (21,5)       -3.604230800190000e-01
  (22,5)        7.141798369270001e+01
  (23,5)       -1.066005982830000e+03
  (24,5)       -7.103793693130000e+02
  (25,5)       -7.737179586290000e-04
  (26,5)        4.114700075380000e-01
  (27,5)       -5.493921533960000e-02
  (28,5)        2.648952201670000e-01
  (29,5)        6.569005226300000e+00
  (30,5)       -1.005077439790000e+00
  (31,5)        3.064117788130000e-01
  (32,5)       -7.386408358190000e-02
  (33,5)       -1.145508421620000e-01
  (34,5)       -1.005845817720000e-01
  (35,5)        2.481452047740000e-01
  (36,5)        9.203492143830000e-02
  (37,5)       -8.286521748300001e-02
  (38,5)       -1.845469878720000e-01
  (39,5)        3.536805845120000e-02
  (40,5)       -4.695093730200000e-02
  (41,5)       -1.096509725170000e+00
  (42,5)        1.608364225480000e-01
  (43,5)       -4.552854531520000e-02
  (44,5)       -1.400052557900000e-02
  (45,5)        6.510068468780000e-03
  (46,5)       -5.482618908740000e-03
  (47,5)       -1.813817427960000e-01
  (48,5)        1.540833788310000e-01
  (49,5)        2.796799756360000e-02
  (50,5)       -1.009625705670000e-02
  (51,5)       -2.943066842010000e-02
  (52,5)       -1.692689244540000e-02
  (53,5)        3.892657741190000e-02
  (54,5)       -8.367605019010000e-03
  (55,5)        1.830938752590000e-02
  (56,5)        1.767590743460000e-01
  (57,5)       -3.724509422500000e-02
  (58,5)        1.448777087430000e-02
  (59,5)        5.235503430450000e-03
  (60,5)       -1.419986023990000e-02
  (61,5)       -3.417116883840000e-03
  (62,5)        4.699618129240000e-02
  (63,5)        2.263271773630000e-02
  (64,5)        1.862535459480000e-02
  (65,5)       -1.888192578880000e-02
  (66,5)        1.289159688560000e-02
   (1,6)       -4.669042534600000e-01
   (2,6)        2.621992885350000e-02
   (3,6)       -1.025141226600000e+00
   (4,6)       -1.533013034160000e+03
   (5,6)        1.533013034160000e+03
   (6,6)        8.746033539079999e+03
   (7,6)       -5.040230539610000e-02
   (8,6)        5.040230539610000e-02
   (9,6)       -2.348609208870000e-01
  (10,6)       -2.621992885350000e-02
  (11,6)        4.669042534600000e-01
  (12,6)       -1.025141226600000e+00
  (13,6)        7.103893351390000e+02
  (14,6)       -4.747600200040000e+01
  (15,6)       -4.744853821620000e+02
  (16,6)        3.891481834290000e+02
  (17,6)       -3.891481834290000e+02
  (18,6)       -3.897231198840000e+03
  (19,6)        1.641208243340000e-01
  (20,6)       -1.641208243340000e-01
  (21,6)       -5.050082901420000e-03
  (22,6)        4.747600200040000e+01
  (23,6)       -7.103893351390000e+02
  (24,6)       -4.744853821620000e+02
  (25,6)        4.607791307030000e-01
  (26,6)       -4.049390723450000e-02
  (27,6)       -5.320463053110000e-02
  (28,6)        3.800735642100000e-01
  (29,6)       -3.800735642100000e-01
  (30,6)       -6.465696422710000e-03
  (31,6)        7.734200418950000e-03
  (32,6)       -7.734200418950000e-03
  (33,6)        1.051400766300000e-02
  (34,6)        4.049390723450000e-02
  (35,6)       -4.607791307030000e-01
  (36,6)       -5.320463053110000e-02
  (37,6)       -1.177413401990000e-01
  (38,6)        1.610327436260000e-02
  (39,6)        6.762333918620000e-03
  (40,6)       -7.422797468840001e-02
  (41,6)        7.422797468840001e-02
  (42,6)       -2.644539811160000e-02
  (43,6)        3.117666288200000e-03
  (44,6)       -3.117666288200000e-03
  (45,6)       -5.292396160130000e-04
  (46,6)       -1.610327436260000e-02
  (47,6)        1.177413401990000e-01
  (48,6)        6.762333918620000e-03
  (49,6)       -1.852839007070000e-03
  (50,6)        1.852839007070000e-03
  (51,6)       -1.194485803040000e-04
  (52,6)        1.544327492500000e-02
  (53,6)       -3.050945123960000e-03
  (54,6)       -4.415241433290000e-03
  (55,6)        1.365109776700000e-02
  (56,6)       -1.365109776700000e-02
  (57,6)        2.005767580310000e-03
  (58,6)        3.002954811970000e-03
  (59,6)       -3.002954811970000e-03
  (60,6)        3.569302873640000e-04
  (61,6)        3.050945123960000e-03
  (62,6)       -1.544327492500000e-02
  (63,6)       -4.415241433290000e-03
  (64,6)       -2.487948975280000e-03
  (65,6)        2.487948975280000e-03
  (66,6)        5.285052082910000e-04
   (1,7)       -1.130477430710000e+00
   (2,7)       -2.678552315280000e-01
   (3,7)       -3.048155827910000e-03
   (4,7)       -4.903562505580000e+02
   (5,7)        4.903117371270000e+02
   (6,7)       -5.040230539610000e-02
   (7,7)        3.060652368760000e+03
   (8,7)       -7.103271148010000e+02
   (9,7)        1.533013034160000e+03
  (10,7)       -1.386796602880000e+03
  (11,7)        3.920577899290000e-01
  (12,7)        5.313500539210000e-02
  (13,7)       -5.378107726040000e+00
  (14,7)        7.052258676770001e+01
  (15,7)       -4.716057671750000e+01
  (16,7)       -2.742141464620000e-02
  (17,7)        2.496662880150000e-01
  (18,7)       -3.604230800190000e-01
  (19,7)       -5.855665816050000e+01
  (20,7)        3.863005104230000e+01
  (21,7)       -3.865821965900000e+02
  (22,7)       -1.066005982830000e+03
  (23,7)        7.141798369270001e+01
  (24,7)       -7.103793693130000e+02
  (25,7)        4.114700075380000e-01
  (26,7)       -7.737179586250000e-04
  (27,7)       -5.493921533960000e-02
  (28,7)       -7.386408358190000e-02
  (29,7)        3.064117788130000e-01
  (30,7)       -1.145508421620000e-01
  (31,7)        6.569005226300000e+00
  (32,7)        2.648952201670000e-01
  (33,7)       -1.005077439790000e+00
  (34,7)        2.481452047740000e-01
  (35,7)       -1.005845817720000e-01
  (36,7)        9.203492143830000e-02
  (37,7)       -1.845469878720000e-01
  (38,7)       -8.286521748300001e-02
  (39,7)        3.536805845120000e-02
  (40,7)       -1.400052557900000e-02
  (41,7)       -4.552854531520000e-02
  (42,7)        6.510068468780000e-03
  (43,7)       -1.096509725170000e+00
  (44,7)       -4.695093730200000e-02
  (45,7)        1.608364225480000e-01
  (46,7)       -1.813817427960000e-01
  (47,7)       -5.482618908740000e-03
  (48,7)        1.540833788310000e-01
  (49,7)       -1.009625705670000e-02
  (50,7)        2.796799756360000e-02
  (51,7)       -2.943066842010000e-02
  (52,7)        3.892657741190000e-02
  (53,7)       -1.692689244540000e-02
  (54,7)       -8.367605019010000e-03
  (55,7)        5.235503430450000e-03
  (56,7)        1.448777087430000e-02
  (57,7)       -1.419986023990000e-02
  (58,7)        1.767590743460000e-01
  (59,7)        1.830938752590000e-02
  (60,7)       -3.724509422500000e-02
  (61,7)        4.699618129240000e-02
  (62,7)       -3.417116883840000e-03
  (63,7)        2.263271773630000e-02
  (64,7)       -1.888192578880000e-02
  (65,7)        1.862535459480000e-02
  (66,7)        1.289159688560000e-02
   (1,8)        3.920577899290000e-01
   (2,8)       -1.386796602880000e+03
   (3,8)       -5.313500539210000e-02
   (4,8)        4.903117371270000e+02
   (5,8)       -4.903562505580000e+02
   (6,8)        5.040230539610000e-02
   (7,8)       -7.103271148010000e+02
   (8,8)        3.060652368760000e+03
   (9,8)       -1.533013034160000e+03
  (10,8)       -2.678552315280000e-01
  (11,8)       -1.130477430710000e+00
  (12,8)        3.048155827910000e-03
  (13,8)        7.141798369270001e+01
  (14,8)       -1.066005982830000e+03
  (15,8)        7.103793693130000e+02
  (16,8)        2.496662880150000e-01
  (17,8)       -2.742141464620000e-02
  (18,8)        3.604230800190000e-01
  (19,8)        3.863005104230000e+01
  (20,8)       -5.855665816050000e+01
  (21,8)        3.865821965900000e+02
  (22,8)        7.052258676770001e+01
  (23,8)       -5.378107726040000e+00
  (24,8)        4.716057671750000e+01
  (25,8)       -1.005845817720000e-01
  (26,8)        2.481452047740000e-01
  (27,8)       -9.203492143830000e-02
  (28,8)        3.064117788130000e-01
  (29,8)       -7.386408358190000e-02
  (30,8)        1.145508421620000e-01
  (31,8)        2.648952201670000e-01
  (32,8)        6.569005226300000e+00
  (33,8)        1.005077439790000e+00
  (34,8)       -7.737179586280001e-04
  (35,8)        4.114700075380000e-01
  (36,8)        5.493921533960000e-02
  (37,8)       -5.482618908740000e-03
  (38,8)       -1.813817427960000e-01
  (39,8)       -1.540833788310000e-01
  (40,8)       -4.552854531520000e-02
  (41,8)       -1.400052557900000e-02
  (42,8)       -6.510068468780000e-03
  (43,8)       -4.695093730200000e-02
  (44,8)       -1.096509725170000e+00
  (45,8)       -1.608364225480000e-01
  (46,8)       -8.286521748300001e-02
  (47,8)       -1.845469878720000e-01
  (48,8)       -3.536805845120000e-02
  (49,8)        2.796799756360000e-02
  (50,8)       -1.009625705670000e-02
  (51,8)        2.943066842010000e-02
  (52,8)       -3.417116883840000e-03
  (53,8)        4.699618129240000e-02
  (54,8)       -2.263271773630000e-02
  (55,8)        1.448777087430000e-02
  (56,8)        5.235503430450000e-03
  (57,8)        1.419986023990000e-02
  (58,8)        1.830938752590000e-02
  (59,8)        1.767590743460000e-01
  (60,8)        3.724509422500000e-02
  (61,8)       -1.692689244540000e-02
  (62,8)        3.892657741190000e-02
  (63,8)        8.367605019010000e-03
  (64,8)        1.862535459480000e-02
  (65,8)       -1.888192578880000e-02
  (66,8)       -1.289159688560000e-02
   (1,9)        2.621992885350000e-02
   (2,9)       -4.669042534600000e-01
   (3,9)       -1.025141226600000e+00
   (4,9)        5.040230539610000e-02
   (5,9)       -5.040230539610000e-02
   (6,9)       -2.348609208870000e-01
   (7,9)        1.533013034160000e+03
   (8,9)       -1.533013034160000e+03
   (9,9)        8.746033539079999e+03
  (10,9)        4.669042534600000e-01
  (11,9)       -2.621992885350000e-02
  (12,9)       -1.025141226600000e+00
  (13,9)       -4.747600200040000e+01
  (14,9)        7.103893351390000e+02
  (15,9)       -4.744853821620000e+02
  (16,9)       -1.641208243340000e-01
  (17,9)        1.641208243340000e-01
  (18,9)       -5.050082901420000e-03
  (19,9)       -3.891481834290000e+02
  (20,9)        3.891481834290000e+02
  (21,9)       -3.897231198840000e+03
  (22,9)       -7.103893351390000e+02
  (23,9)        4.747600200040000e+01
  (24,9)       -4.744853821620000e+02
  (25,9)       -4.049390723450000e-02
  (26,9)        4.607791307030000e-01
  (27,9)       -5.320463053110000e-02
  (28,9)       -7.734200418950000e-03
  (29,9)        7.734200418950000e-03
  (30,9)        1.051400766300000e-02
  (31,9)       -3.800735642100000e-01
  (32,9)        3.800735642100000e-01
  (33,9)       -6.465696422710000e-03
  (34,9)       -4.607791307030000e-01
  (35,9)        4.049390723450000e-02
  (36,9)       -5.320463053110000e-02
  (37,9)        1.610327436260000e-02
  (38,9)       -1.177413401990000e-01
  (39,9)        6.762333918620000e-03
  (40,9)       -3.117666288200000e-03
  (41,9)        3.117666288200000e-03
  (42,9)       -5.292396160130000e-04
  (43,9)        7.422797468840001e-02
  (44,9)       -7.422797468840001e-02
  (45,9)       -2.644539811160000e-02
  (46,9)        1.177413401990000e-01
  (47,9)       -1.610327436260000e-02
  (48,9)        6.762333918620000e-03
  (49,9)        1.852839007070000e-03
  (50,9)       -1.852839007070000e-03
  (51,9)       -1.194485803040000e-04
  (52,9)       -3.050945123960000e-03
  (53,9)        1.544327492500000e-02
  (54,9)       -4.415241433290000e-03
  (55,9)       -3.002954811970000e-03
  (56,9)        3.002954811970000e-03
  (57,9)        3.569302873640000e-04
  (58,9)       -1.365109776700000e-02
  (59,9)        1.365109776700000e-02
  (60,9)        2.005767580310000e-03
  (61,9)       -1.544327492500000e-02
  (62,9)        3.050945123960000e-03
  (63,9)       -4.415241433290000e-03
  (64,9)        2.487948975280000e-03
  (65,9)       -2.487948975280000e-03
  (66,9)        5.285052082910000e-04
   (1,10)      -4.902884354930000e+02
   (2,10)      -4.902050618850000e+02
   (3,10)      -2.510025214320000e-02
   (4,10)      -1.130477430710000e+00
   (5,10)       3.920577899290000e-01
   (6,10)      -2.621992885350000e-02
   (7,10)      -1.386796602880000e+03
   (8,10)      -2.678552315280000e-01
   (9,10)       4.669042534600000e-01
  (10,10)       1.990333286120000e+03
  (11,10)       5.679121799180000e+02
  (12,10)      -7.757836144070000e+02
  (13,10)      -2.159700919300000e-02
  (14,10)      -1.365640535770000e-01
  (15,10)       2.257658321740000e-01
  (16,10)       1.546051920360000e-01
  (17,10)       4.474553766600000e-02
  (18,10)      -1.430355400490000e-02
  (19,10)       4.660860255420000e-02
  (20,10)      -7.465004848510000e-02
  (21,10)       6.498462037860000e-01
  (22,10)      -5.943811290680000e+01
  (23,10)      -3.860594288730000e+01
  (24,10)       3.854807538300000e+02
  (25,10)      -3.044655426560000e-02
  (26,10)       2.051949165630000e-03
  (27,10)      -2.431210716000000e-02
  (28,10)       5.833626720800000e-01
  (29,10)      -1.467981229140000e-01
  (30,10)       8.717466640170000e-02
  (31,10)       4.217404679440000e-01
  (32,10)      -7.876290696310000e-02
  (33,10)       6.402842195590000e-01
  (34,10)       5.061860641820000e+00
  (35,10)      -1.150200802010000e-01
  (36,10)       6.069369402590000e-01
  (37,10)      -1.251189317560000e-02
  (38,10)       7.299709991900000e-02
  (39,10)      -2.425251555730000e-02
  (40,10)      -7.545332656160000e-02
  (41,10)      -2.482326300140000e-02
  (42,10)      -1.085154758120000e-02
  (43,10)      -2.124989565920000e-01
  (44,10)      -3.466428705400000e-03
  (45,10)       5.266546107750000e-02
  (46,10)      -1.204728330150000e+00
  (47,10)       5.070826716070000e-02
  (48,10)      -1.799636207970000e-01
  (49,10)       1.629545384390000e-02
  (50,10)       1.610203560630000e-02
  (51,10)       2.041151835590000e-02
  (52,10)       1.082718918980000e-02
  (53,10)      -1.348931789730000e-02
  (54,10)       1.880993318820000e-03
  (55,10)       2.922822588300000e-02
  (56,10)      -2.018493104510000e-02
  (57,10)       9.313508587700000e-03
  (58,10)       5.388136221370000e-02
  (59,10)      -4.689576218100000e-03
  (60,10)       1.168520637630000e-02
  (61,10)       1.243507287240000e-01
  (62,10)       1.704601121150000e-05
  (63,10)       3.896945747130000e-02
  (64,10)       4.889756446460000e-03
  (65,10)       1.221154046460000e-02
  (66,10)      -1.165945211960000e-02
   (1,11)      -4.902050618850000e+02
   (2,11)      -4.902884354930000e+02
   (3,11)      -2.510025214320000e-02
   (4,11)      -2.678552315280000e-01
   (5,11)      -1.386796602880000e+03
   (6,11)       4.669042534600000e-01
   (7,11)       3.920577899290000e-01
   (8,11)      -1.130477430710000e+00
   (9,11)      -2.621992885350000e-02
  (10,11)       5.679121799180000e+02
  (11,11)       1.990333286120000e+03
  (12,11)      -7.757836144070000e+02
  (13,11)      -1.365640535770000e-01
  (14,11)      -2.159700919300000e-02
  (15,11)       2.257658321740000e-01
  (16,11)      -7.465004848510000e-02
  (17,11)       4.660860255420000e-02
  (18,11)       6.498462037860000e-01
  (19,11)       4.474553766600000e-02
  (20,11)       1.546051920360000e-01
  (21,11)      -1.430355400490000e-02
  (22,11)      -3.860594288730000e+01
  (23,11)      -5.943811290680000e+01
  (24,11)       3.854807538300000e+02
  (25,11)       2.051949165630000e-03
  (26,11)      -3.044655426560000e-02
  (27,11)      -2.431210716000000e-02
  (28,11)      -7.876290696310000e-02
  (29,11)       4.217404679440000e-01
  (30,11)       6.402842195590000e-01
  (31,11)      -1.467981229140000e-01
  (32,11)       5.833626720800000e-01
  (33,11)       8.717466640170000e-02
  (34,11)      -1.150200802010000e-01
  (35,11)       5.061860641820000e+00
  (36,11)       6.069369402590000e-01
  (37,11)       7.299709991900000e-02
  (38,11)      -1.251189317560000e-02
  (39,11)      -2.425251555730000e-02
  (40,11)      -3.466428705400000e-03
  (41,11)      -2.124989565920000e-01
  (42,11)       5.266546107750000e-02
  (43,11)      -2.482326300140000e-02
  (44,11)      -7.545332656160000e-02
  (45,11)      -1.085154758120000e-02
  (46,11)       5.070826716070000e-02
  (47,11)      -1.204728330150000e+00
  (48,11)      -1.799636207970000e-01
  (49,11)       1.610203560630000e-02
  (50,11)       1.629545384390000e-02
  (51,11)       2.041151835590000e-02
  (52,11)      -1.348931789730000e-02
  (53,11)       1.082718918980000e-02
  (54,11)       1.880993318820000e-03
  (55,11)      -4.689576218100000e-03
  (56,11)       5.388136221370000e-02
  (57,11)       1.168520637630000e-02
  (58,11)      -2.018493104510000e-02
  (59,11)       2.922822588300000e-02
  (60,11)       9.313508587700000e-03
  (61,11)       1.704601121110000e-05
  (62,11)       1.243507287240000e-01
  (63,11)       3.896945747130000e-02
  (64,11)       1.221154046460000e-02
  (65,11)       4.889756446460000e-03
  (66,11)      -1.165945211970000e-02
   (1,12)       2.510025214320000e-02
   (2,12)       2.510025214320000e-02
   (3,12)      -3.266604752190000e-01
   (4,12)       3.048155827910000e-03
   (5,12)       5.313500539210000e-02
   (6,12)      -1.025141226600000e+00
   (7,12)       5.313500539210000e-02
   (8,12)       3.048155827910000e-03
   (9,12)      -1.025141226600000e+00
  (10,12)      -7.757836144070000e+02
  (11,12)      -7.757836144070000e+02
  (12,12)       7.797067202110000e+03
  (13,12)       2.370892051440000e-01
  (14,12)       2.370892051440000e-01
  (15,12)      -4.655571987940000e-02
  (16,12)       2.722804154120000e-02
  (17,12)       5.533457355370000e-01
  (18,12)      -2.074604394420000e-02
  (19,12)       5.533457355370000e-01
  (20,12)       2.722804154120000e-02
  (21,12)      -2.074604394420000e-02
  (22,12)       3.885572617920000e+02
  (23,12)       3.885572617920000e+02
  (24,12)      -3.897531227330000e+03
  (25,12)      -3.722601999670000e-02
  (26,12)      -3.722601999670000e-02
  (27,12)       5.527728702290000e-03
